method,condition,game,seed,agent_actions,frames,episode_index,episode_score,episode_hns
DreamerV3,official_size12m,Alien,2,5089,20356,7,150.0,-1.127552573225699
DreamerV3,official_size12m,Alien,2,5634,22536,8,220.0,-0.11304511659589286
DreamerV3,official_size12m,Alien,2,6397,25588,9,240.0,0.17681415672690892
DreamerV3,official_size12m,Alien,2,7031,28124,10,150.0,-1.127552573225699
DreamerV3,official_size12m,Alien,2,7676,30704,11,170.0,-0.8376932999028973
DreamerV3,official_size12m,Alien,2,8312,33248,12,170.0,-0.8376932999028973
DreamerV3,official_size12m,Alien,2,9091,36364,13,280.0,0.7565327033725125
DreamerV3,official_size12m,Alien,2,9636,38544,14,90.0,-1.9971303931941047
DreamerV3,official_size12m,Alien,2,10468,41872,15,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,2,11076,44304,16,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,2,11745,46980,17,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,2,12173,48692,18,70.0,-2.2869896665169063
DreamerV3,official_size12m,Alien,2,12782,51128,19,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,2,13414,53656,20,110.0,-1.7072711198713029
DreamerV3,official_size12m,Alien,2,14183,56732,21,290.0,0.9014623400339135
DreamerV3,official_size12m,Alien,2,14821,59284,22,380.0,2.2058290699865215
DreamerV3,official_size12m,Alien,2,15310,61240,23,250.0,0.3217437933883099
DreamerV3,official_size12m,Alien,2,15899,63596,24,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,2,16780,67120,25,990.0,11.046536906331976
DreamerV3,official_size12m,Alien,2,17406,69624,26,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,2,17878,71512,27,200.0,-0.40290438991869465
DreamerV3,official_size12m,Alien,2,18409,73636,28,290.0,0.9014623400339135
DreamerV3,official_size12m,Alien,2,19006,76024,29,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,2,19588,78352,30,260.0,0.46667343004971074
DreamerV3,official_size12m,Alien,2,20064,80256,31,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,2,20763,83052,32,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,2,21330,85320,33,250.0,0.3217437933883099
DreamerV3,official_size12m,Alien,2,21749,86996,34,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,2,22340,89360,35,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,2,23185,92740,36,430.0,2.930477253293526
DreamerV3,official_size12m,Alien,2,23808,95232,37,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,2,24507,98028,38,430.0,2.930477253293526
DreamerV3,official_size12m,Alien,2,25251,101004,39,340.0,1.6261105233409179
DreamerV3,official_size12m,Alien,2,26027,104108,40,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,2,26556,106224,41,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,2,27412,109648,42,380.0,2.2058290699865215
DreamerV3,official_size12m,Alien,2,28101,112404,43,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,2,28674,114696,44,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,2,29282,117128,45,490.0,3.8000550732619316
DreamerV3,official_size12m,Alien,2,29859,119436,46,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,2,30259,121036,47,340.0,1.6261105233409179
DreamerV3,official_size12m,Alien,2,30831,123324,48,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,2,31443,125772,49,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,2,32052,128208,50,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,2,32518,130072,51,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,2,33067,132268,52,430.0,2.930477253293526
DreamerV3,official_size12m,Alien,2,33574,134296,53,480.0,3.655125436600531
DreamerV3,official_size12m,Alien,2,34031,136124,54,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,2,34544,138176,55,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,2,34899,139596,56,250.0,0.3217437933883099
DreamerV3,official_size12m,Alien,2,35465,141860,57,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,2,35827,143308,58,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,2,36468,145872,59,940.0,10.321888723024973
DreamerV3,official_size12m,Alien,2,37059,148236,60,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,2,37920,151680,61,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,2,38619,154476,62,490.0,3.8000550732619316
DreamerV3,official_size12m,Alien,2,39264,157056,63,1090.0,12.495833272945985
DreamerV3,official_size12m,Alien,2,39829,159316,64,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,2,40284,161136,65,920.0,10.03202944970217
DreamerV3,official_size12m,Alien,2,40940,163760,66,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,2,41502,166008,67,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,2,42297,169188,68,690.0,6.69864780648995
DreamerV3,official_size12m,Alien,2,42794,171176,69,400.0,2.4956883433093235
DreamerV3,official_size12m,Alien,2,43394,173576,70,1100.0,12.640762909607385
DreamerV3,official_size12m,Alien,2,44178,176712,71,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,2,44919,179676,72,1030.0,11.62625545297758
DreamerV3,official_size12m,Alien,2,45404,181616,73,400.0,2.4956883433093235
DreamerV3,official_size12m,Alien,2,46113,184452,74,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,2,46658,186632,75,400.0,2.4956883433093235
DreamerV3,official_size12m,Alien,2,47156,188624,76,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,2,47859,191436,77,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,2,48369,193476,78,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,2,49143,196572,79,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,2,49549,198196,80,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,2,50168,200672,81,960.0,10.611747996347773
DreamerV3,official_size12m,Alien,2,50850,203400,82,570.0,4.959492166553138
DreamerV3,official_size12m,Alien,2,51408,205632,83,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,2,52276,209104,84,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,2,52747,210988,85,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,2,53639,214556,86,640.0,5.973999623182945
DreamerV3,official_size12m,Alien,2,54298,217192,87,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,2,54842,219368,88,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,2,55480,221920,89,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,2,56078,224312,90,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,2,56881,227524,91,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,2,57551,230204,92,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,2,58213,232852,93,480.0,3.655125436600531
DreamerV3,official_size12m,Alien,2,59112,236448,94,640.0,5.973999623182945
DreamerV3,official_size12m,Alien,2,59688,238752,95,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,2,60459,241836,96,630.0,5.829069986521544
DreamerV3,official_size12m,Alien,2,61101,244404,97,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,2,61728,246912,98,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,2,62270,249080,99,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,2,63044,252176,100,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,2,64054,256216,101,1430.0,17.423440919433617
DreamerV3,official_size12m,Alien,2,64781,259124,102,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,2,65639,262556,103,1660.0,20.756822562645837
DreamerV3,official_size12m,Alien,2,66457,265828,104,1230.0,14.524848186205597
DreamerV3,official_size12m,Alien,2,67295,269180,105,1250.0,14.8147074595284
DreamerV3,official_size12m,Alien,2,68019,272076,106,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,2,68569,274276,107,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,2,69150,276600,108,990.0,11.046536906331976
DreamerV3,official_size12m,Alien,2,69878,279512,109,1120.0,12.930622182930188
DreamerV3,official_size12m,Alien,2,71008,284032,110,1290.0,15.394426006174003
DreamerV3,official_size12m,Alien,2,71787,287148,111,740.0,7.423295989796955
DreamerV3,official_size12m,Alien,2,72316,289264,112,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,2,73133,292532,113,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,2,74010,296040,114,640.0,5.973999623182945
DreamerV3,official_size12m,Alien,2,74564,298256,115,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,2,75527,302108,116,640.0,5.973999623182945
DreamerV3,official_size12m,Alien,2,76477,305908,117,780.0,8.003014536442558
DreamerV3,official_size12m,Alien,2,77157,308628,118,1060.0,12.061044362961782
DreamerV3,official_size12m,Alien,2,78254,313016,119,1760.0,22.206118929259844
DreamerV3,official_size12m,Alien,2,79177,316708,120,1150.0,13.36541109291439
DreamerV3,official_size12m,Alien,2,80180,320720,121,1760.0,22.206118929259844
DreamerV3,official_size12m,Alien,2,81107,324428,122,1260.0,14.9596370961898
DreamerV3,official_size12m,Alien,2,82134,328536,123,2900.0,38.728097508659545
DreamerV3,official_size12m,Alien,2,82985,331940,124,690.0,6.69864780648995
DreamerV3,official_size12m,Alien,2,83515,334060,125,1030.0,11.62625545297758
DreamerV3,official_size12m,Alien,2,84261,337044,126,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,2,85197,340788,127,1370.0,16.55386309946521
DreamerV3,official_size12m,Alien,2,85788,343152,128,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,2,86279,345116,129,560.0,4.814562529891738
DreamerV3,official_size12m,Alien,2,87141,348564,130,1760.0,22.206118929259844
DreamerV3,official_size12m,Alien,2,87883,351532,131,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,2,88458,353832,132,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,2,89100,356400,133,630.0,5.829069986521544
DreamerV3,official_size12m,Alien,2,89679,358716,134,670.0,6.408788533167147
DreamerV3,official_size12m,Alien,2,90306,361224,135,630.0,5.829069986521544
DreamerV3,official_size12m,Alien,2,90847,363388,136,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,2,91524,366096,137,1200.0,14.090059276221396
DreamerV3,official_size12m,Alien,2,92176,368704,138,720.0,7.133436716474153
DreamerV3,official_size12m,Alien,2,92900,371600,139,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,2,93348,373392,140,950.0,10.466818359686373
DreamerV3,official_size12m,Alien,2,94002,376008,141,670.0,6.408788533167147
DreamerV3,official_size12m,Alien,2,94658,378632,142,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,2,95446,381784,143,1240.0,14.669777822867
DreamerV3,official_size12m,Alien,2,96107,384428,144,750.0,7.568225626458356
DreamerV3,official_size12m,Alien,2,96747,386988,145,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,2,97410,389640,146,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,2,98128,392512,147,670.0,6.408788533167147
DreamerV3,official_size12m,Alien,2,98929,395716,148,1220.0,14.379918549544197
DreamerV3,official_size12m,Alien,2,99576,398304,149,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,2,100421,401684,150,1240.0,14.669777822867
DreamerV3,official_size12m,Alien,2,101394,405576,151,840.0,8.872592356410964
DreamerV3,official_size12m,Alien,2,102230,408920,152,2240.0,29.16274148900709
DreamerV3,official_size12m,Alien,2,103023,412092,153,790.0,8.14794417310396
DreamerV3,official_size12m,Alien,2,104139,416556,154,1350.0,16.26400382614241
DreamerV3,official_size12m,Alien,2,105000,420000,155,1290.0,15.394426006174003
DreamerV3,official_size12m,Alien,2,105809,423236,156,810.0,8.437803446426761
DreamerV3,official_size12m,Alien,2,106763,427052,157,870.0,9.307381266395167
DreamerV3,official_size12m,Alien,2,107401,429604,158,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,2,108412,433648,159,1450.0,17.713300192756417
DreamerV3,official_size12m,Alien,2,109285,437140,160,880.0,9.452310903056567
DreamerV3,official_size12m,Alien,3,572,2288,1,170.0,-0.8376932999028973
DreamerV3,official_size12m,Alien,3,1179,4716,2,210.0,-0.25797475325729374
DreamerV3,official_size12m,Alien,3,1772,7088,3,190.0,-0.5478340265800955
DreamerV3,official_size12m,Alien,3,2596,10384,4,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,3,3268,13072,5,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,3,3817,15268,6,190.0,-0.5478340265800955
DreamerV3,official_size12m,Alien,3,4596,18384,7,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,3,5138,20552,8,220.0,-0.11304511659589286
DreamerV3,official_size12m,Alien,3,5902,23608,9,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,3,6691,26764,10,90.0,-1.9971303931941047
DreamerV3,official_size12m,Alien,3,7264,29056,11,130.0,-1.417411846548501
DreamerV3,official_size12m,Alien,3,7819,31276,12,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,3,8694,34776,13,770.0,7.858084899781158
DreamerV3,official_size12m,Alien,3,9631,38524,14,130.0,-1.417411846548501
DreamerV3,official_size12m,Alien,3,10471,41884,15,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,3,11151,44604,16,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,3,11896,47584,17,220.0,-0.11304511659589286
DreamerV3,official_size12m,Alien,3,12643,50572,18,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,3,13248,52992,19,250.0,0.3217437933883099
DreamerV3,official_size12m,Alien,3,13655,54620,20,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,3,14321,57284,21,120.0,-1.5623414832099018
DreamerV3,official_size12m,Alien,3,14790,59160,22,160.0,-0.9826229365642982
DreamerV3,official_size12m,Alien,3,15644,62576,23,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,3,16156,64624,24,260.0,0.46667343004971074
DreamerV3,official_size12m,Alien,3,16942,67768,25,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,3,17642,70568,26,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,3,18193,72772,27,240.0,0.17681415672690892
DreamerV3,official_size12m,Alien,3,18973,75892,28,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,3,19460,77840,29,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,3,19840,79360,30,280.0,0.7565327033725125
DreamerV3,official_size12m,Alien,3,20266,81064,31,180.0,-0.6927636632414964
DreamerV3,official_size12m,Alien,3,20729,82916,32,180.0,-0.6927636632414964
DreamerV3,official_size12m,Alien,3,21102,84408,33,190.0,-0.5478340265800955
DreamerV3,official_size12m,Alien,3,21852,87408,34,370.0,2.0608994333251207
DreamerV3,official_size12m,Alien,3,22228,88912,35,190.0,-0.5478340265800955
DreamerV3,official_size12m,Alien,3,22966,91864,36,250.0,0.3217437933883099
DreamerV3,official_size12m,Alien,3,23633,94532,37,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,3,24202,96808,38,310.0,1.191321613356715
DreamerV3,official_size12m,Alien,3,24899,99596,39,330.0,1.4811808866795169
DreamerV3,official_size12m,Alien,3,25383,101532,40,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,3,25987,103948,41,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,3,26692,106768,42,280.0,0.7565327033725125
DreamerV3,official_size12m,Alien,3,27405,109620,43,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,3,27908,111632,44,280.0,0.7565327033725125
DreamerV3,official_size12m,Alien,3,28449,113796,45,340.0,1.6261105233409179
DreamerV3,official_size12m,Alien,3,29053,116212,46,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,3,29570,118280,47,310.0,1.191321613356715
DreamerV3,official_size12m,Alien,3,30184,120736,48,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,3,31136,124544,49,350.0,1.7710401600023187
DreamerV3,official_size12m,Alien,3,31669,126676,50,210.0,-0.25797475325729374
DreamerV3,official_size12m,Alien,3,32425,129700,51,420.0,2.785547616632125
DreamerV3,official_size12m,Alien,3,33014,132056,52,380.0,2.2058290699865215
DreamerV3,official_size12m,Alien,3,33384,133536,53,240.0,0.17681415672690892
DreamerV3,official_size12m,Alien,3,34060,136240,54,240.0,0.17681415672690892
DreamerV3,official_size12m,Alien,3,34798,139192,55,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,3,35499,141996,56,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,3,36305,145220,57,430.0,2.930477253293526
DreamerV3,official_size12m,Alien,3,36916,147664,58,310.0,1.191321613356715
DreamerV3,official_size12m,Alien,3,37552,150208,59,280.0,0.7565327033725125
DreamerV3,official_size12m,Alien,3,38319,153276,60,420.0,2.785547616632125
DreamerV3,official_size12m,Alien,3,39178,156712,61,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,3,40184,160736,62,400.0,2.4956883433093235
DreamerV3,official_size12m,Alien,3,40945,163780,63,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,41442,165768,64,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,3,42106,168424,65,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,3,42665,170660,66,380.0,2.2058290699865215
DreamerV3,official_size12m,Alien,3,43385,173540,67,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,3,43922,175688,68,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,3,44562,178248,69,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,3,45004,180016,70,350.0,1.7710401600023187
DreamerV3,official_size12m,Alien,3,45426,181704,71,250.0,0.3217437933883099
DreamerV3,official_size12m,Alien,3,46094,184376,72,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,3,46555,186220,73,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,3,47299,189196,74,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,3,47829,191316,75,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,3,48461,193844,76,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,48905,195620,77,340.0,1.6261105233409179
DreamerV3,official_size12m,Alien,3,49663,198652,78,560.0,4.814562529891738
DreamerV3,official_size12m,Alien,3,50388,201552,79,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,51009,204036,80,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,3,51825,207300,81,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,3,52440,209760,82,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,3,53019,212076,83,480.0,3.655125436600531
DreamerV3,official_size12m,Alien,3,53476,213904,84,340.0,1.6261105233409179
DreamerV3,official_size12m,Alien,3,53945,215780,85,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,3,54632,218528,86,480.0,3.655125436600531
DreamerV3,official_size12m,Alien,3,55162,220648,87,420.0,2.785547616632125
DreamerV3,official_size12m,Alien,3,55519,222076,88,360.0,1.9159697966637197
DreamerV3,official_size12m,Alien,3,55946,223784,89,330.0,1.4811808866795169
DreamerV3,official_size12m,Alien,3,56594,226376,90,420.0,2.785547616632125
DreamerV3,official_size12m,Alien,3,57066,228264,91,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,3,57613,230452,92,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,3,58376,233504,93,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,3,59330,237320,94,700.0,6.84357744315135
DreamerV3,official_size12m,Alien,3,59994,239976,95,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,3,60471,241884,96,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,3,61402,245608,97,1120.0,12.930622182930188
DreamerV3,official_size12m,Alien,3,62021,248084,98,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,3,62424,249696,99,350.0,1.7710401600023187
DreamerV3,official_size12m,Alien,3,62992,251968,100,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,3,63548,254192,101,370.0,2.0608994333251207
DreamerV3,official_size12m,Alien,3,64285,257140,102,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,3,64881,259524,103,400.0,2.4956883433093235
DreamerV3,official_size12m,Alien,3,65467,261868,104,390.0,2.3507587066479223
DreamerV3,official_size12m,Alien,3,66164,264656,105,1030.0,11.62625545297758
DreamerV3,official_size12m,Alien,3,66631,266524,106,330.0,1.4811808866795169
DreamerV3,official_size12m,Alien,3,67336,269344,107,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,3,68295,273180,108,680.0,6.5537181698285485
DreamerV3,official_size12m,Alien,3,68727,274908,109,330.0,1.4811808866795169
DreamerV3,official_size12m,Alien,3,69673,278692,110,560.0,4.814562529891738
DreamerV3,official_size12m,Alien,3,70331,281324,111,490.0,3.8000550732619316
DreamerV3,official_size12m,Alien,3,70701,282804,112,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,3,71284,285136,113,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,3,71793,287172,114,420.0,2.785547616632125
DreamerV3,official_size12m,Alien,3,72382,289528,115,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,3,73042,292168,116,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,3,73804,295216,117,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,3,74442,297768,118,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,3,75277,301108,119,1160.0,13.510340729575791
DreamerV3,official_size12m,Alien,3,75909,303636,120,410.0,2.6406179799707243
DreamerV3,official_size12m,Alien,3,76698,306792,121,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,3,77441,309764,122,460.0,3.3652661632777288
DreamerV3,official_size12m,Alien,3,77891,311564,123,300.0,1.0463919766953143
DreamerV3,official_size12m,Alien,3,78519,314076,124,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,3,79234,316936,125,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,3,79877,319508,126,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,3,80688,322752,127,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,3,81346,325384,128,510.0,4.089914346584734
DreamerV3,official_size12m,Alien,3,82066,328264,129,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,3,82653,330612,130,550.0,4.669632893230337
DreamerV3,official_size12m,Alien,3,83482,333928,131,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,83979,335916,132,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,3,84541,338164,133,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,3,85162,340648,134,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,3,85781,343124,135,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,3,86314,345256,136,560.0,4.814562529891738
DreamerV3,official_size12m,Alien,3,87038,348152,137,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,3,87565,350260,138,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,88259,353036,139,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,3,89048,356192,140,630.0,5.829069986521544
DreamerV3,official_size12m,Alien,3,89548,358192,141,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,90213,360852,142,520.0,4.234843983246134
DreamerV3,official_size12m,Alien,3,90725,362900,143,430.0,2.930477253293526
DreamerV3,official_size12m,Alien,3,91325,365300,144,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,3,92037,368148,145,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,3,92734,370936,146,490.0,3.8000550732619316
DreamerV3,official_size12m,Alien,3,93459,373836,147,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,3,94079,376316,148,440.0,3.075406889954927
DreamerV3,official_size12m,Alien,3,94587,378348,149,470.0,3.5101957999391296
DreamerV3,official_size12m,Alien,3,95418,381672,150,650.0,6.118929259844346
DreamerV3,official_size12m,Alien,3,96107,384428,151,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,3,96681,386724,152,580.0,5.10442180321454
DreamerV3,official_size12m,Alien,3,97058,388232,153,910.0,9.88709981304077
DreamerV3,official_size12m,Alien,3,97659,390636,154,530.0,4.379773619907535
DreamerV3,official_size12m,Alien,3,98341,393364,155,780.0,8.003014536442558
DreamerV3,official_size12m,Alien,3,98822,395288,156,500.0,3.9449847099233324
DreamerV3,official_size12m,Alien,3,99475,397900,157,540.0,4.5247032565689365
DreamerV3,official_size12m,Alien,3,100209,400836,158,1110.0,12.785692546268788
DreamerV3,official_size12m,Alien,3,101038,404152,159,640.0,5.973999623182945
DreamerV3,official_size12m,Alien,3,101584,406336,160,450.0,3.220336526616328
DreamerV3,official_size12m,Alien,3,102200,408800,161,650.0,6.118929259844346
DreamerV3,official_size12m,Alien,3,103019,412076,162,680.0,6.5537181698285485
DreamerV3,official_size12m,Alien,3,103718,414872,163,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,3,104515,418060,164,660.0,6.263858896505747
DreamerV3,official_size12m,Alien,3,105454,421816,165,620.0,5.684140349860143
DreamerV3,official_size12m,Alien,3,106093,424372,166,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,3,106640,426560,167,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,3,107262,429048,168,610.0,5.5392107131987425
DreamerV3,official_size12m,Alien,3,107866,431464,169,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,3,108473,433892,170,590.0,5.249351439875941
DreamerV3,official_size12m,Alien,3,109103,436412,171,600.0,5.394281076537341
DreamerV3,official_size12m,Alien,4,679,2716,1,170.0,-0.8376932999028973
DreamerV3,official_size12m,Alien,4,1517,6068,2,320.0,1.336251250018116
DreamerV3,official_size12m,Alien,4,2143,8572,3,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,4,2879,11516,4,200.0,-0.40290438991869465
DreamerV3,official_size12m,Alien,4,3598,14392,5,310.0,1.191321613356715
DreamerV3,official_size12m,Alien,4,4081,16324,6,150.0,-1.127552573225699
DreamerV3,official_size12m,Alien,4,4644,18576,7,180.0,-0.6927636632414964
DreamerV3,official_size12m,Alien,4,5685,22740,8,260.0,0.46667343004971074
DreamerV3,official_size12m,Alien,4,6174,24696,9,100.0,-1.8522007565327037
DreamerV3,official_size12m,Alien,4,7121,28484,10,260.0,0.46667343004971074
DreamerV3,official_size12m,Alien,4,7907,31628,11,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,4,8489,33956,12,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,4,9196,36784,13,110.0,-1.7072711198713029
DreamerV3,official_size12m,Alien,4,9927,39708,14,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,4,10573,42292,15,120.0,-1.5623414832099018
DreamerV3,official_size12m,Alien,4,11319,45276,16,290.0,0.9014623400339135
DreamerV3,official_size12m,Alien,4,11906,47624,17,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,4,12448,49792,18,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,4,13036,52144,19,140.0,-1.2724822098871
DreamerV3,official_size12m,Alien,4,13912,55648,20,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,4,14621,58484,21,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,4,15487,61948,22,230.0,0.031884520065508036
DreamerV3,official_size12m,Alien,4,15964,63856,23,220.0,-0.11304511659589286
DreamerV3,official_size12m,Alien,4,16705,66820,24,270.0,0.6116030667111116
DreamerV3,official_size12m,Alien,4,18047,72188,25,1040.0,11.771185089638982
DreamerV3,official_size12m,Alien,4,18788,75152,26,330.0,1.4811808866795169
DreamerV3,official_size12m,Alien,4,19477,77908,27,260.0,0.46667343004971074
